Trip_Distance,Type_of_Cab,Customer_Since_Months,Life_Style_Index,Confidence_Life_Style_Index,Destination_Type,Customer_Rating,Cancellation_Last_1Month,Var1,Var2,Var3,Gender,__FeatEng_target__,__index_level_0__
64.56,D,1.0,2.7836,B,B,1.4625,0,,60,96,Male,2,4747
13.98,,0.0,,,D,1.27,1,75.0,50,65,Male,3,4748
22.7,A,,2.38518,A,K,2.045,0,,48,63,Male,1,4749
107.29,B,7.0,3.21861,B,A,2.0575,0,,67,100,Male,2,4751
27.61,A,3.0,2.90835,A,B,2.2025,1,,47,66,Male,1,4755
11.7,D,0.0,2.7996,A,B,2.10375,0,,53,73,Female,3,4757
35.46,B,10.0,2.72316,C,C,4.29375,2,,46,62,Male,3,4759
21.05,,4.0,2.47178,C,A,4.16375,3,50.0,46,58,Male,3,4761
30.28,,1.0,2.56001,B,A,2.35,3,90.0,50,68,Male,3,4762
76.34,D,7.0,,,C,3.66875,1,72.0,49,66,Female,3,4763
58.31,C,2.0,2.85122,C,B,2.74375,1,111.0,53,84,Male,2,4765
18.81,E,7.0,2.60444,A,D,2.69375,2,49.0,47,60,Female,3,4769
44.7,C,10.0,3.19084,A,A,4.15125,0,38.0,50,70,Male,2,4772
21.4,D,10.0,2.53108,B,A,4.89125,1,,42,56,Male,3,4773
50.3,C,10.0,2.85901,B,A,1.79875,0,,64,111,Female,3,4776
30.99,,2.0,2.69246,B,A,1.9,1,,49,66,Male,3,4777
41.69,B,10.0,3.25473,C,C,3.95125,3,,55,102,Male,2,4778
94.31,D,2.0,2.84318,C,B,1.985,0,40.0,56,73,Male,3,4779
14.94,C,10.0,,,A,1.71375,1,50.0,54,76,Male,3,4780
38.4,,8.0,2.67729,C,A,1.755,1,,59,79,Male,2,4781
10.26,,,2.19665,B,A,2.4375,1,,52,71,Male,3,4782
44.89,A,10.0,2.90013,C,B,2.00875,0,,49,76,Male,1,4784
29.36,C,3.0,2.93111,B,F,4.00875,1,,47,78,Female,2,4785
40.79,B,8.0,2.84821,A,A,2.36125,0,,51,64,Male,2,4786
32.23,E,3.0,2.9783,B,D,2.785,3,81.0,53,70,Male,3,4787
108.02,D,10.0,3.42987,B,A,2.83,0,,54,75,Male,3,4790
50.24,B,10.0,2.93041,A,A,2.955,1,,53,72,Male,1,4791
27.61,A,10.0,2.79079,A,B,4.72625,1,,48,65,Male,1,4792
85.23,C,10.0,3.02485,B,B,2.78,0,,54,70,Male,3,4795
31.34,A,10.0,,,A,2.88875,0,87.0,53,80,Male,1,4796
62.75,E,9.0,2.75946,C,D,2.12,3,83.0,51,71,Male,3,4803
1.88,A,2.0,,,E,4.42625,0,,47,60,Male,1,4804
54.96,C,1.0,3.25332,B,B,4.1525,0,,54,80,Male,2,4806
45.11,B,5.0,3.08198,C,A,3.71625,0,,45,61,Male,2,4808
65.94,B,0.0,3.30262,C,A,2.8025,2,,53,97,Male,2,4810
31.27,B,7.0,2.77179,A,B,3.09125,1,,58,95,Male,2,4812
28.76,D,7.0,2.61451,A,A,2.12875,1,,51,117,Male,3,4814
75.74,D,5.0,2.68949,B,A,0.40875,0,,52,65,Male,3,4815
37.07,E,7.0,3.15727,B,K,4.2775,1,,48,65,Female,3,4816
56.12,A,10.0,2.72195,A,B,1.74875,0,,51,83,Male,1,4818
20.1,E,8.0,2.39053,B,A,2.5225,1,101.0,54,82,Male,3,4819
22.25,C,1.0,2.55251,A,A,1.52875,1,,52,64,Male,3,4820
32.96,B,3.0,2.6065,A,B,2.25875,1,48.0,54,101,Male,2,4821
23.2,A,4.0,2.74601,C,B,2.4075,0,,51,66,Female,1,4822
23.27,B,2.0,2.97029,C,B,2.395,2,100.0,54,78,Female,2,4823
30.53,B,10.0,2.54487,A,C,2.3575,0,,52,97,Male,2,4824
17.28,A,3.0,3.19253,A,A,3.4825,1,50.0,54,77,Male,1,4825
54.05,,2.0,3.02545,A,A,3.54,0,,52,65,Female,3,4827
20.15,B,,2.53826,C,A,4.43875,1,,47,95,Male,2,4829
16.16,C,1.0,2.66778,A,D,3.30875,1,88.0,49,68,Male,1,4830
54.87,C,9.0,2.60318,B,C,4.11875,0,,48,67,Male,2,4831
33.15,,10.0,,,B,2.95125,0,93.0,51,74,Male,3,4832
14.19,A,3.0,2.20585,A,D,2.415,2,,45,59,Male,3,4833
17.9,B,10.0,2.99993,C,J,2.67125,1,,57,86,Female,2,4834
10.49,C,10.0,2.84706,A,E,3.90875,1,,48,73,Female,2,4836
30.05,A,10.0,3.02179,A,A,3.38875,0,,57,114,Male,1,4837
54.22,D,10.0,2.66261,C,A,3.83875,0,79.0,51,76,Female,3,4838
71.83,B,2.0,,,A,3.09125,1,67.0,53,82,Male,2,4841
63.03,B,10.0,3.26666,C,A,3.55,0,109.0,51,76,Male,1,4843
44.81,A,10.0,,,A,2.71875,0,104.0,50,69,Male,1,4849
56.54,C,2.0,3.15288,A,A,2.6075,1,,56,92,Male,3,4850
28.36,B,3.0,,,B,3.8,0,,48,64,Male,2,4854
40.3,C,4.0,2.73876,A,B,3.5325,2,69.0,47,83,Male,2,4855
29.97,D,4.0,2.51708,B,A,2.845,1,,56,90,Male,2,4856
108.86,B,10.0,3.39757,B,B,2.86,0,68.0,56,85,Male,2,4857
7.45,D,4.0,1.94758,A,A,3.21875,0,,45,55,Male,3,4858
36.31,,10.0,2.75489,A,A,3.29625,0,63.0,47,63,Female,2,4860
84.44,D,0.0,2.99684,B,A,3.30125,2,54.0,49,73,Male,2,4861
36.68,,5.0,2.60791,A,A,3.71625,0,78.0,51,78,Male,2,4863
20.23,B,10.0,,,B,2.59375,2,72.0,51,80,Female,2,4864
30.78,,1.0,2.92923,B,A,4.52,0,102.0,47,68,Male,2,4865
35.67,E,8.0,3.08254,A,A,3.495,0,61.0,59,93,Male,3,4866
71.9,D,4.0,2.81671,B,A,1.7975,1,,63,102,Male,2,4867
48.12,C,4.0,2.72268,C,A,2.47,0,,49,66,Male,3,4870
18.66,C,9.0,2.60835,A,A,3.825,2,45.0,53,67,Male,2,4871
62.41,B,5.0,2.72831,C,B,3.03875,0,107.0,52,72,Male,2,4872
87.47,B,0.0,2.90364,B,A,1.83125,0,61.0,53,80,Male,1,4873
6.88,A,4.0,2.32828,B,D,4.93125,0,,45,60,Male,1,4875
49.48,E,7.0,2.60454,C,A,1.35375,1,,49,61,Male,3,4876
26.76,A,0.0,2.31016,A,G,2.31375,0,,44,60,Male,1,4877
45.02,D,7.0,2.65848,A,A,2.68375,0,88.0,46,78,Male,1,4878
35.39,B,4.0,3.25729,A,A,4.6425,2,61.0,48,76,Male,1,4880
23.6,,10.0,2.86075,A,A,1.915,1,69.0,55,73,Female,3,4882
75.09,B,0.0,2.83382,B,A,3.4675,0,,51,90,Male,2,4884
17.57,B,10.0,3.10709,A,D,2.65375,0,,50,80,Male,1,4885
13.89,B,2.0,2.63487,C,A,1.7625,0,106.0,48,83,Male,2,4886
45.97,C,10.0,,,G,2.86125,0,,47,60,Male,3,4888
80.14,E,10.0,,,A,2.15,5,51.0,57,88,Male,3,4890
16.57,A,6.0,3.14761,B,E,3.15875,3,,61,84,Male,2,4896
52.23,B,,2.72248,B,A,2.08375,2,,55,94,Male,2,4897
60.53,B,0.0,2.93059,B,C,3.30625,1,60.0,51,75,Male,2,4900
34.23,D,0.0,,,H,3.21625,1,,44,61,Male,3,4901
30.63,C,,2.474,B,A,0.86,0,98.0,54,74,Male,2,4902
23.01,B,,2.74561,B,B,1.41125,1,,51,71,Male,2,4903
11.4,C,8.0,2.77363,C,B,2.4675,5,,47,79,Male,3,4907
2.81,,8.0,2.50245,A,A,1.925,0,,45,70,Male,2,4908
46.3,A,7.0,3.05464,A,A,4.33875,1,,50,83,Male,1,4909
31.61,A,5.0,2.98516,A,B,3.165,0,,48,66,Male,1,4910
46.61,,6.0,2.63667,A,A,1.955,0,,50,67,Male,2,4911
31.09,C,,,,C,3.1925,3,58.0,48,69,Male,2,4912
30.19,C,7.0,2.44581,C,B,2.1175,0,,50,63,Male,2,4913
64.92,A,2.0,2.94876,B,A,2.035,0,,45,68,Male,1,4915
72.67,A,7.0,2.81361,B,A,4.125,1,,45,67,Male,1,4917
15.33,C,10.0,,,A,3.59,1,91.0,50,65,Male,2,4919
65.61,B,1.0,2.97073,B,A,1.56625,0,,53,74,Male,1,4921
24.23,D,10.0,2.74719,A,A,1.83125,2,42.0,52,83,Male,3,4924
57.87,D,10.0,2.68524,A,A,1.25,0,31.0,55,83,Male,3,4925
45.3,D,10.0,2.77098,B,A,2.125,0,86.0,49,100,Male,3,4926
64.92,D,10.0,2.77484,B,A,4.14,0,,51,83,Male,3,4928
21.48,,0.0,2.61809,A,A,1.65,1,42.0,55,69,Female,3,4929
19.69,B,10.0,,,B,2.87375,2,49.0,51,96,Male,3,4930
19.59,A,2.0,,,B,2.50625,0,,52,67,Female,1,4932
38.03,C,7.0,2.84313,A,A,2.96875,1,,52,86,Female,2,4933
63.91,B,10.0,2.85673,C,B,2.025,1,,55,78,Male,2,4934
97.83,,10.0,,,B,2.74875,1,,49,73,Female,2,4935
31.1,C,6.0,2.56996,A,A,3.0375,0,40.0,49,64,Male,2,4937
61.47,B,4.0,2.80585,B,A,2.86125,0,,50,79,Male,2,4938
26.83,,7.0,2.59832,A,A,1.71875,1,,52,74,Male,3,4940
99.86,A,10.0,2.99518,B,A,3.955,0,60.0,46,69,Male,3,4941
61.63,,2.0,2.73784,B,A,2.8275,0,,54,82,Male,2,4943
7.97,B,0.0,2.37195,A,N,2.58125,0,67.0,46,68,Female,2,4944
26.72,C,2.0,2.87309,C,A,3.54125,4,62.0,52,68,Male,2,4947
107.95,E,7.0,3.14701,C,A,4.115,0,71.0,52,72,Female,3,4950
24.32,B,8.0,2.71299,A,A,3.26375,0,,52,69,Male,2,4951
24.83,C,,,,A,2.78625,2,43.0,49,73,Male,2,4952
55.01,B,1.0,,,B,2.88375,0,,53,66,Male,2,4953
35.96,C,8.0,,,A,1.87625,0,89.0,46,63,Male,2,4955
33.58,B,10.0,2.8693,B,A,3.1575,0,,48,68,Male,2,4956
67.42,E,,2.77516,C,B,1.9775,1,,52,68,Female,3,4959
22.0,A,7.0,2.9884,A,D,2.2675,0,,51,87,Male,1,4960
36.23,A,10.0,3.03895,A,B,2.6125,0,41.0,50,82,Male,1,4961
82.76,C,10.0,3.08749,C,A,3.205,0,38.0,50,87,Male,3,4963
68.23,C,10.0,2.85295,C,A,4.29375,1,65.0,50,72,Female,2,4965
77.14,,10.0,2.86566,C,A,2.63,0,42.0,50,69,Male,1,4966
10.96,C,10.0,2.69175,A,B,1.58875,1,36.0,48,70,Male,2,4968
48.52,E,,2.84375,C,B,1.94625,0,,53,78,Female,3,4970
75.01,A,1.0,,,A,3.15375,2,,50,67,Male,1,4973
16.76,A,3.0,,,A,2.95125,0,80.0,50,68,Female,1,4974
76.78,,6.0,2.90417,B,A,4.20125,0,52.0,44,62,Male,2,4975
25.46,A,10.0,2.67535,A,A,3.30375,0,75.0,47,71,Male,1,4977
22.86,B,0.0,2.68918,B,A,2.8475,3,,46,59,Male,2,4978
86.39,C,10.0,3.08785,B,A,1.8475,1,,47,75,Female,2,4980
73.96,B,0.0,3.16289,C,A,3.2575,1,,47,75,Male,2,4983
53.43,B,3.0,2.84629,C,A,1.68875,0,111.0,53,74,Male,2,4984
18.68,A,5.0,2.87812,C,C,3.2175,2,58.0,47,72,Male,1,4985
31.03,,10.0,,,A,2.97875,0,,53,77,Female,3,4987
106.31,,10.0,,,B,3.09875,0,,50,75,Male,2,4988
54.98,A,7.0,2.80481,B,A,3.34,4,,49,70,Male,1,4989
41.95,B,3.0,2.92138,A,A,2.91625,0,52.0,56,94,Male,2,4991
76.65,B,4.0,3.06098,B,B,3.96875,3,,45,62,Male,3,4993
6.81,E,9.0,2.32517,A,B,1.94875,0,,43,53,Female,2,4996
48.23,B,0.0,2.86354,C,B,3.9475,2,,47,65,Male,2,4998
31.03,B,10.0,2.47468,B,A,2.5575,1,76.0,57,76,Female,1,4999
25.06,E,0.0,2.33453,C,A,0.21375,0,67.0,49,73,Female,3,5000
56.94,C,3.0,2.81577,B,G,1.8175,3,,59,82,Male,2,5001
69.2,A,5.0,2.8489,B,A,1.3,0,90.0,52,86,Female,2,5002
60.45,A,10.0,,,B,3.46625,0,,57,90,Female,1,5006
29.46,E,6.0,2.78356,C,A,2.305,2,,56,74,Male,3,5007
106.17,C,10.0,3.14904,C,C,4.7325,1,,61,83,Male,2,5008
28.39,C,10.0,2.77295,B,A,3.1625,0,59.0,48,75,Female,2,5010
24.04,A,0.0,2.77916,B,A,3.415,1,,46,68,Male,1,5011
33.62,C,10.0,2.94324,A,A,1.62,0,75.0,56,99,Female,2,5012
56.16,,10.0,2.75633,C,A,2.81625,0,55.0,52,73,Male,2,5015
43.38,D,10.0,2.68284,C,A,2.5775,2,50.0,46,59,Male,3,5016
47.7,A,2.0,2.95299,C,A,4.28,1,,48,72,Male,1,5018
31.85,B,10.0,2.80101,A,A,2.01375,0,,50,79,Male,1,5019
24.0,D,3.0,2.241,B,A,1.26625,0,44.0,51,69,Female,3,5022
63.44,A,2.0,2.98679,B,A,2.75125,0,68.0,59,86,Male,3,5024
29.88,B,3.0,,,B,3.6725,0,,48,58,Female,2,5025
77.2,D,0.0,2.7781,C,A,1.0925,1,,54,79,Male,3,5026
9.53,C,0.0,2.60518,C,B,1.22,1,46.0,45,66,Male,3,5028
22.78,B,10.0,3.07594,A,A,2.82375,3,72.0,48,78,Female,2,5029
33.5,B,4.0,2.69256,A,K,3.47625,0,,44,54,Male,2,5030
29.36,C,7.0,2.96378,B,C,2.065,0,,50,84,Male,2,5033
26.18,B,2.0,2.62854,A,B,3.3275,1,,45,58,Female,2,5034
7.04,D,,2.35953,B,E,2.0475,1,,49,61,Male,2,5036
13.06,,4.0,2.50675,A,D,1.46375,1,,48,62,Male,3,5037
18.22,,6.0,2.29789,B,A,2.54375,0,,49,65,Male,3,5038
17.3,C,0.0,2.71241,C,D,3.4775,3,50.0,59,86,Male,2,5040
40.27,C,10.0,,,A,3.32,2,102.0,55,104,Female,1,5041
25.06,B,10.0,,,A,3.5125,2,,48,112,Female,2,5042
35.24,A,10.0,2.52634,A,A,1.6775,0,,50,71,Female,1,5043
20.5,,6.0,2.90098,C,D,3.44375,2,72.0,50,63,Female,2,5044
18.18,B,0.0,2.64717,C,B,3.88375,1,76.0,50,71,Male,2,5045
14.35,C,10.0,,,D,2.07,2,,47,65,Male,3,5046
33.18,B,3.0,2.70184,C,A,2.25625,0,,50,65,Male,2,5048
14.6,A,10.0,2.83432,A,D,3.69375,1,75.0,43,57,Female,3,5050
14.21,B,9.0,2.41752,C,K,4.2275,0,,44,54,Male,2,5051
32.12,B,10.0,2.98089,B,A,2.58375,0,,44,61,Male,1,5052
35.76,,0.0,2.54668,C,B,0.795,1,,48,64,Female,3,5053
60.06,D,3.0,3.20701,C,E,2.915,1,68.0,51,66,Male,3,5055
27.5,B,9.0,2.70582,A,B,4.16125,0,,45,62,Female,2,5056
90.1,B,6.0,2.99951,C,A,3.38375,0,,60,78,Female,2,5057
37.7,B,1.0,2.8086,C,B,2.83,2,44.0,45,94,Male,1,5059
50.44,D,10.0,2.97859,A,A,3.4075,1,42.0,69,101,Female,3,5060
21.77,D,0.0,2.38814,C,G,3.44375,0,,43,54,Male,3,5062
16.8,,3.0,2.9366,A,A,3.14875,1,,53,112,Female,1,5064
61.06,C,8.0,2.72467,B,A,1.01625,0,,51,69,Male,3,5067
25.5,C,5.0,2.7164,C,A,1.67,0,56.0,55,96,Male,3,5071
64.76,B,10.0,3.38006,B,F,3.38125,1,,51,73,Female,3,5072
29.23,A,1.0,2.9997,A,K,4.52125,0,,55,83,Female,1,5073
30.34,E,10.0,3.5675,B,B,3.1625,0,80.0,68,122,Male,1,5075
36.2,A,10.0,2.8497,A,A,2.69375,1,72.0,54,89,Male,1,5076
6.05,C,3.0,2.41098,C,D,1.84875,0,35.0,52,76,Female,3,5077
9.99,B,0.0,2.74001,B,E,3.78625,1,,56,73,Male,2,5078
26.32,B,10.0,2.80487,C,A,3.12375,0,,48,64,Male,2,5079
40.38,D,6.0,2.69994,A,A,2.62125,2,107.0,50,70,Male,3,5080
38.13,C,5.0,2.91907,C,A,3.46875,1,,54,69,Male,2,5082
32.1,B,0.0,3.08226,A,A,3.49625,0,51.0,55,87,Female,2,5086
36.05,D,3.0,2.97526,C,D,2.4125,3,,49,99,Female,3,5088
61.02,,3.0,2.8998,B,A,2.435,2,73.0,56,84,Male,2,5089
44.51,B,8.0,2.64097,B,B,2.55875,0,42.0,45,60,Male,2,5091
34.28,D,2.0,2.629,C,B,1.59625,1,,53,80,Male,2,5093
85.17,E,10.0,2.79616,C,A,2.68125,0,110.0,51,68,Female,3,5095
92.86,E,10.0,2.89581,C,A,1.94625,1,,51,84,Male,3,5096
108.92,C,1.0,3.00279,C,B,1.5325,1,,55,71,Female,2,5097
13.86,E,10.0,,,C,3.59,3,,51,66,Female,1,5099
31.19,B,7.0,2.67023,B,I,4.2725,1,,53,81,Male,2,5100
12.72,,6.0,2.59848,A,A,2.81,2,,53,66,Male,2,5101
45.35,B,1.0,2.96948,A,B,2.16,0,60.0,54,83,Male,2,5104
19.01,D,2.0,2.47553,A,A,3.63,0,,46,69,Male,2,5107
74.72,D,4.0,2.81877,B,E,4.77125,2,,46,60,Male,3,5108
35.41,,6.0,,,C,2.36,0,,53,76,Female,1,5109
76.48,A,6.0,3.02723,C,A,3.23375,0,,58,91,Male,1,5112
54.85,,10.0,3.22536,B,C,1.82875,1,58.0,48,73,Male,2,5114
60.5,D,10.0,2.67779,A,D,3.05,1,,51,90,Male,3,5115
62.71,A,3.0,2.87474,B,A,4.17625,3,,46,67,Male,3,5116
16.92,C,10.0,2.95681,C,A,3.30375,1,,61,97,Male,2,5117
5.73,D,9.0,2.69264,C,A,4.0275,3,107.0,45,60,Male,3,5120
16.58,C,8.0,2.54575,B,B,2.77875,3,,49,72,Male,3,5121
29.85,A,,2.53882,C,A,4.4425,1,54.0,42,59,Male,3,5122
8.01,C,0.0,2.17003,A,E,2.62,1,,44,54,Male,2,5127
21.37,A,5.0,2.83965,A,A,3.335,0,33.0,53,72,Male,1,5128
41.33,A,2.0,2.88904,A,D,4.075,0,59.0,47,75,Female,1,5129
29.11,D,10.0,2.83134,C,A,2.955,0,,47,63,Male,1,5130
28.47,B,,2.82166,B,A,3.86125,1,44.0,44,68,Female,2,5131
76.27,A,0.0,,,B,3.32375,0,77.0,48,78,Male,1,5132
16.39,D,1.0,2.30893,B,B,2.91375,0,65.0,44,61,Male,2,5133
55.33,C,1.0,2.62123,A,B,3.84125,4,,44,56,Female,2,5135
49.09,,10.0,2.89671,C,A,2.74375,0,52.0,51,71,Male,2,5136
11.02,C,9.0,2.71091,B,A,0.95875,1,75.0,67,112,Male,2,5137
59.39,D,0.0,2.65384,B,C,3.46,1,69.0,61,87,Female,3,5138
16.33,A,10.0,2.61645,B,A,3.19625,1,,54,104,Female,1,5139
32.9,C,10.0,,,A,2.3625,0,96.0,48,68,Female,3,5140
46.67,B,5.0,2.60417,B,E,3.30875,0,108.0,51,67,Male,2,5143
46.29,C,10.0,2.6402,A,C,3.61625,1,53.0,58,92,Male,2,5144
41.04,C,10.0,2.54375,B,A,2.72375,1,60.0,51,94,Female,2,5145
5.86,A,1.0,2.87875,A,A,3.655,0,,47,68,Male,3,5148
26.13,A,6.0,2.75727,A,C,3.69625,1,,59,77,Female,1,5150
53.85,B,2.0,2.65071,C,E,2.59625,0,80.0,47,77,Male,2,5153
25.16,,3.0,2.41446,B,F,2.2525,2,,54,75,Male,3,5155
69.04,,5.0,,,A,2.16625,1,,65,113,Male,3,5158
30.73,D,,2.74495,C,A,3.89875,4,,53,71,Female,3,5161
29.79,B,10.0,2.89577,A,A,2.59375,0,51.0,53,82,Female,1,5164
36.13,C,10.0,3.00113,C,C,3.97875,0,,57,84,Male,3,5166
106.57,D,6.0,2.97136,B,B,3.84875,0,38.0,54,81,Male,3,5167
31.75,C,5.0,2.55075,C,A,1.53625,0,66.0,55,69,Male,2,5168
9.01,B,1.0,2.59072,A,B,4.61875,1,,46,59,Male,2,5170
65.22,A,10.0,3.10014,C,L,4.32375,0,,68,96,Male,1,5175
107.02,D,4.0,2.92048,B,C,2.705,2,,48,61,Male,3,5177
30.67,A,,2.37541,C,A,2.65625,1,106.0,51,91,Male,3,5178
11.93,C,10.0,,,B,4.2375,1,34.0,48,69,Male,2,5179
108.55,D,9.0,2.99599,C,A,4.305,0,65.0,46,68,Male,3,5181
30.94,B,,2.40956,B,A,2.03375,0,68.0,54,97,Male,2,5183
35.93,C,5.0,,,A,3.425,0,56.0,47,69,Male,2,5184
60.26,,4.0,2.75174,C,A,2.1925,0,,54,93,Female,3,5185
14.97,C,10.0,2.87117,A,A,3.6125,0,,50,108,Male,2,5186
7.85,D,3.0,2.8476,A,D,3.14,1,34.0,51,69,Male,3,5187
78.15,C,8.0,3.14739,C,D,4.23125,1,34.0,60,89,Male,3,5188
42.62,,0.0,2.83852,C,B,2.825,3,59.0,52,65,Male,3,5190
25.83,A,10.0,2.53685,A,A,1.4525,0,,51,67,Male,1,5193
61.06,A,6.0,2.88552,B,A,2.755,0,,53,84,Male,1,5196
64.3,C,2.0,3.04165,C,A,2.73625,0,,48,77,Male,2,5198
12.38,A,3.0,2.72683,A,B,1.945,0,,51,72,Male,1,5199
40.1,E,2.0,,,A,4.21375,0,,55,80,Male,1,5200
36.96,B,6.0,3.25515,B,A,2.08,0,39.0,52,84,Male,2,5201
77.55,D,3.0,2.84277,C,A,2.35,2,,47,66,Male,3,5202
54.68,B,10.0,,,A,1.58375,0,,51,69,Female,2,5204
47.16,B,10.0,2.95674,A,A,1.75375,1,45.0,51,83,Female,2,5205
39.56,D,10.0,2.56868,C,A,0.25625,2,46.0,57,87,Female,3,5206
64.54,D,6.0,2.6165,B,A,2.7175,0,,51,67,Male,3,5208
6.61,C,10.0,3.04173,B,F,4.53375,0,,49,78,Female,3,5209
29.43,C,8.0,2.6261,B,A,1.0,2,78.0,45,72,Male,3,5210
36.47,A,3.0,,,C,3.76,0,76.0,44,69,Male,1,5212
108.92,,10.0,3.06328,C,B,2.7125,0,,47,61,Male,3,5213
18.91,C,3.0,2.51681,A,A,2.49,0,76.0,53,68,Male,2,5215
37.67,,10.0,3.12957,A,A,1.6925,1,,50,89,Female,1,5216
46.78,B,4.0,3.05791,A,A,3.44,0,43.0,45,72,Female,2,5218
28.49,C,0.0,,,B,1.42625,0,,52,70,Male,2,5219
43.61,B,2.0,3.07961,C,B,2.73625,1,,51,75,Male,1,5221
10.97,,8.0,2.5083,A,A,2.6,1,60.0,57,80,Male,2,5223
108.83,D,0.0,3.35294,B,A,3.40875,0,75.0,61,92,Female,3,5224
42.18,E,8.0,2.77843,C,A,2.5975,1,,53,75,Male,2,5227
77.23,D,10.0,2.87071,B,A,1.67625,0,,46,86,Male,2,5228
15.35,B,3.0,2.61039,C,D,3.63875,2,,47,61,Female,2,5231
60.69,D,10.0,,,A,1.51125,2,50.0,59,101,Male,3,5232
72.74,B,1.0,2.91553,C,A,4.29125,2,108.0,46,66,Male,1,5234
74.69,,10.0,2.97002,C,A,2.19,0,53.0,51,81,Male,2,5239
37.68,,10.0,3.39868,B,A,2.9475,0,43.0,47,64,Male,3,5240
45.73,C,6.0,2.69117,A,A,1.61875,1,57.0,50,73,Male,2,5242
38.33,B,0.0,2.57531,C,A,2.73375,0,39.0,54,99,Male,2,5244
37.24,C,5.0,2.78283,A,B,4.3125,0,67.0,47,65,Male,2,5245
31.05,D,4.0,3.06517,A,A,4.335,0,41.0,51,69,Male,3,5246
108.97,,10.0,3.26765,B,A,4.2975,1,48.0,56,73,Male,3,5247
31.72,,3.0,2.45317,C,A,2.34125,0,56.0,46,63,Male,2,5249
7.57,D,0.0,3.15835,C,H,4.03,1,43.0,51,84,Male,3,5253
31.44,C,6.0,2.45577,B,F,3.5725,1,,48,68,Female,2,5254
106.54,B,2.0,3.04274,B,A,3.56875,1,59.0,48,75,Male,3,5255
29.36,C,6.0,2.56105,C,B,2.94125,1,49.0,47,63,Male,2,5256
37.91,B,10.0,,,A,2.185,2,,51,78,Male,2,5258
18.1,D,1.0,2.645,C,D,1.94375,0,62.0,57,73,Female,3,5259
18.52,B,0.0,2.47919,A,A,1.7875,1,60.0,60,107,Female,2,5261
14.34,A,1.0,3.21801,A,E,4.2675,0,71.0,53,69,Male,1,5264
15.81,D,3.0,2.60285,B,B,3.86625,0,47.0,44,63,Female,2,5265
89.91,E,5.0,2.86399,B,F,2.27,1,46.0,55,70,Male,3,5266
50.75,C,3.0,2.88002,C,A,3.8825,2,86.0,47,64,Male,2,5269
10.58,A,10.0,,,G,3.97375,0,,44,71,Female,1,5270
46.32,E,4.0,,,A,2.04125,0,78.0,67,83,Male,3,5275
107.83,A,5.0,2.9784,B,A,3.25375,2,,54,80,Male,3,5277
11.23,D,9.0,2.38894,C,B,1.8675,0,,53,66,Male,3,5278
36.96,,10.0,,,A,3.45,0,,48,77,Male,3,5283
73.7,B,6.0,2.82807,B,A,3.2225,1,,54,71,Female,2,5285
55.98,D,0.0,2.72075,C,A,3.315,3,73.0,47,65,Male,3,5286
47.75,,5.0,3.13265,C,A,4.6275,1,52.0,54,92,Male,3,5289
32.4,C,3.0,2.45071,C,D,1.77625,0,37.0,50,69,Female,2,5291
56.02,E,1.0,2.74276,C,A,2.0875,0,,45,58,Male,3,5293
34.36,,9.0,2.50838,B,F,4.07875,1,,46,60,Male,3,5295
4.8,B,10.0,2.51932,C,D,3.97375,1,,46,64,Male,1,5302
13.91,,0.0,2.39382,C,A,1.63125,2,34.0,45,62,Female,2,5303
35.56,C,5.0,2.49118,A,A,1.525,0,,57,76,Male,2,5305
74.04,B,4.0,2.85604,B,F,2.665,0,,45,63,Female,1,5310
21.46,,10.0,2.80249,C,B,1.0875,0,42.0,57,78,Male,2,5311
81.39,C,0.0,2.77725,A,A,1.7475,1,,45,59,Male,2,5312
51.54,C,10.0,2.65765,C,A,2.36625,1,,50,79,Male,2,5313
38.88,B,2.0,2.59192,B,A,3.25625,0,,49,71,Male,2,5315
20.66,D,10.0,2.77417,B,B,1.86375,3,56.0,51,77,Male,3,5316
53.53,B,10.0,2.78563,A,A,1.805,0,59.0,62,91,Male,2,5318
48.67,E,,2.62328,B,A,3.185,0,,45,69,Male,2,5319
59.19,,8.0,2.78214,A,A,3.2325,0,62.0,47,64,Female,2,5320
9.65,D,10.0,2.85115,B,J,1.16375,3,,50,74,Male,3,5324
86.89,B,10.0,,,A,2.54625,1,36.0,50,73,Male,3,5325
31.87,D,5.0,2.66797,B,A,3.16125,1,79.0,51,67,Male,3,5326
72.94,,7.0,3.69884,C,A,4.635,1,94.0,67,100,Male,2,5327
18.66,D,1.0,2.31746,C,A,3.27125,1,,48,62,Female,3,5328
17.26,C,10.0,,,A,2.0675,0,,52,70,Male,2,5331
92.11,C,1.0,2.95069,B,A,1.64125,0,36.0,60,100,Male,2,5332
37.56,E,10.0,2.80339,A,C,2.39875,3,,46,88,Male,3,5336
45.34,D,8.0,2.55664,A,D,3.32125,0,,47,59,Male,3,5339
24.32,C,10.0,2.90496,A,A,3.4175,2,80.0,54,96,Male,3,5340
30.36,A,0.0,2.84305,A,B,4.28625,0,51.0,55,83,Male,1,5342
39.68,C,4.0,,,A,3.38625,0,104.0,48,69,Male,2,5344
35.92,B,1.0,2.53138,A,A,2.5825,0,96.0,45,63,Male,2,5345
14.66,B,0.0,2.84987,A,B,2.8825,0,58.0,52,82,Male,2,5347
30.36,B,10.0,2.54913,A,D,3.11375,1,41.0,51,74,Male,2,5349
